brand_name,model_name,price_brl,product_url,store_name,image_url
Joola,"Kit Conjunto de rede e suporte para tênis de mesa  WM + Kit com 2 Raquetes, 3 Bolas e uma Capa Duo Set Pro",720.0,https://joola.com.br/products/kit-conjunto-de-rede-e-suporte-para-tenis-de-mesa-joola-wm-kit-com-2-raquetes-3-bolas-e-uma-capa-duo-set-pro,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/design_sem_nome__4__720.jpg?v=1737488935
Joola,Borracha  Micron,209.0,https://joola.com.br/products/borracha-joola-micron,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/70269_JOOLA_Micron_01_web.jpg?v=1736776664
Joola,Kit com 2 Raquetes e 3 Bolas e uma Capa Duo Set Pro,350.0,https://joola.com.br/products/kit-com-2-raquetes-3-bolas-e-uma-capa-duo-set-pro,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/KIT-SE_3_b74f3583-aab9-4a96-aebd-577bfe971d1d.jpg?v=1760553662
Joola,Fita de Proteção de Borda para Raquete de Pickleball –  x BRITTO,89.0,https://joola.com.br/products/fita-protetora-para-raquete-de-pickleball,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/FITA-P_2.jpg?v=1756489665
Joola,Kit de Raquetes  Quattro - Maleta com 4 Raquetes e 10 Bolas,269.0,https://joola.com.br/products/kit-de-raquetes-joola-quattro-maleta-com-4-raquetes-e-10-bolas,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/kit-set-raquetes-joola-quattro-bola-bolas-tenis-mesa-ping-pong-web1.jpg?v=1770039767
Joola,Raquete  Proline One,899.0,https://joola.com.br/products/raquete-joola-proline-one,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/1_42459f55-7d4e-44f8-bbee-749faee1b538.jpg?v=1751311632
Joola,Kit Raquete de Pickleball  Ben Johns Perseus Pro IV + Fita de Proteção de Borda,1708.0,https://joola.com.br/products/kit-raquete-de-pickleball-joola-ben-johns-perseus-pro-iv-fita-de-protecao-de-borda,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/30080717318.jpg?v=1766511761
Joola,Kit Raquete de Pickleball  Tyson McGuffin Magnus Pro IV + Fita de Proteção de Borda,1708.0,https://joola.com.br/products/kit-raquete-de-pickleball-joola-tyson-mcguffin-magnus-pro-iv-fita-de-protecao-de-borda,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/30081317320.jpg?v=1766508183
Joola,Kit Raquete de Pickleball  Simone Jardim Hyperion Pro IV 16mm + Fita de Proteção de Borda,1708.0,https://joola.com.br/products/kit-raquete-de-pickleball-joola-simone-jardim-hyperion-pro-iv-fita-de-protecao-de-borda,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/30082517325.jpg?v=1766414883
Joola,Kit Raquete de Pickleball  Ben Johns Hyperion Pro IV + Fita de Proteção de Borda,1708.0,https://joola.com.br/products/kit-raquete-de-pickleball-joola-ben-johns-hyperion-pro-iv-fita-de-protecao-de-borda,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/30082817324.jpg?v=1766158899
Joola,Raquete de Pickleball  Ben Johns Perseus 3S,1299.0,https://joola.com.br/products/raquete-de-pickleball-joola-ben-johns-perseus-3s-14mm-copia,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/RA1DEC_1.jpg?v=1756384090
Joola,Raquete de Pickleball  Tyson McGuffin Magnus 3S,1299.0,https://joola.com.br/products/raquete-de-pickleball-joola-tyson-mcguffin-magnus-3s-14mm-copia,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/RAQUET_4_5b935fef-8c77-4528-9832-eaf2b847a0cf.jpg?v=1756384324
Joola,Raquete de Pickleball  Ben Johns Hyperion 3S,1299.0,https://joola.com.br/products/raquete-de-pickleball-joola-ben-johns-hyperion-3s-14mm-copia,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/RA7DF9_1_88f45faa-0109-4c05-b71f-a4450467d9c6.jpg?v=1766145748
Joola,Kit Raquete de Pickleball  Perseus Heat Vision (16mm) + Fita de Proteção de Borda  Transparente para Raquete Pickleball 30mm x 850mm (16mm),1100.0,https://joola.com.br/products/kit-raquete-de-pickleball-joola-perseus-heat-vision-16mm-fita-de-protecao-de-borda-joola-transparente-para-raquete-pickleball-30mm-x-850mm-16mm,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/60037817317.jpg?v=1766000256
Joola,Kit Raquete de Pickleball  Agassi Edge Heat Vision (16mm) + Fita de Proteção de Borda  Transparente para Raquete Pickleball 30mm x 850mm (16mm),1100.0,https://joola.com.br/products/kit-raquete-de-pickleball-joola-agassi-edge-heat-vision-16mm-fita-de-protecao-de-borda-joola-transparente-para-raquete-pickleball-30mm-x-850mm-16mm,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/60027817317.jpg?v=1765994387
Joola,Kit Raquete de Pickleball  Scorpeus Double Vision (16mm) + Fita de Proteção de Borda  Transparente para Raquete Pickleball 30mm x 850mm (16mm),1100.0,https://joola.com.br/products/kit-raquete-de-pickleball-joola-scorpeus-double-vision-16mm-fita-de-protecao-de-borda-joola-transparente-para-raquete-pickleball-30mm-x-850mm-16mm,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/60039617317.jpg?v=1765972898
Joola,Kit Raquete de Pickleball  Perseus Double Vision (16mm) + Fita de Proteção de Borda  Transparente para Raquete Pickleball 30mm x 850mm (16mm),1100.0,https://joola.com.br/products/kit-raquete-de-pickleball-joola-perseus-double-vision-16mm-fita-de-protecao-de-borda-joola-transparente-para-raquete-pickleball-30mm-x-850mm-16mm,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/60039017317.jpg?v=1765909421
Joola,Kit Raquete de Pickleball  Hyperion Double Vision (16mm) + Fita de Proteção de Borda  Transparente para Raquete Pickleball 30mm x 850mm (16mm),1100.0,https://joola.com.br/products/kit-raquete-de-pickleball-joola-hyperion-double-vision-16mm-fita-de-protecao-de-borda-joola-transparente-para-raquete-pickleball-30mm-x-850mm-16mm,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/60028417317.jpg?v=1765898528
Joola,Kit Raquete de Pickleball  Hyperion Edge Vision (16mm) + Fita de Proteção de Borda Transparente para Raquete (16mm),720.0,https://joola.com.br/products/kit-raquete-de-pickleball-joola-hyperion-edge-vision-16mm-fita-de-protecao-de-borda-transparente-para-raquete-16mm,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/60001017317.jpg?v=1765894924
Joola,Kit Raquete de Pickleball  Perseus 3S Dual + Fita de Proteção de Borda  Transparente para Raquete Pickleball,1356.0,https://joola.com.br/products/kit-raquete-de-pickleball-joola-perseus-3s-dual-fita-de-protecao-de-borda-joola-transparente-para-raquete-pickleball,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/60011917316.jpg?v=1765890578
